Fund House,Scheme Type,Scheme Category,Scheme Code,Scheme Name,NAV,Date
PGIM India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133839,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,42.16,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133852,UTI Dynamic Bond Fund - Regular Plan - Annual IDCW,13.3954,14-10-2024
SBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133857,SBI Banking & Financial Services Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),37.9544,14-10-2024
SBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133858,SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,38.3324,14-10-2024
SBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133859,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,42.4617,14-10-2024
SBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133860,SBI Banking & Financial Services Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),34.4244,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133865,NIPPON INDIA TAX SAVER (ELSS) FUND - DIRECT Plan - ANNUAL IDCW Option,25.6127,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133866,NIPPON INDIA TAX SAVER (ELSS) FUND - ANNUAL IDCW Option,23.8333,14-10-2024
Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133867,BANK OF INDIA Credit Risk Fund - Regular Plan,11.6852,14-10-2024
Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133868,BANK OF INDIA Credit Risk  Fund - Direct Plan,11.939,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,133869,UTI Medium to Long Duration Fund - Regular Plan - Annual IDCW,12.7323,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,133872,UTI Medium to Long Duration Fund - Regular Plan - Flexi IDCW,13.5439,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,133873,UTI Ultra Short Duration Fund - Regular Plan - Quarterly IDCW,1218.3699,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,133894,Axis Short Duration Fund - Direct Plan - Regular IDCW,19.3621,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,133895,Axis Short Duration Fund - Regular Plan - Regular IDCW,19.4798,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133908,LIC MF Banking and Financial Services Fund-Direct Plan-IDCW,21.9602,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133919,DSP Low Duration Fund - Regular Plan - IDCW - Daily,10.1814,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133920,DSP Low Duration Fund - Regular Plan - IDCW - Monthly,10.6165,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133921,DSP Low Duration Fund - Regular Plan - IDCW - Quarterly,10.7622,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133922,DSP Low Duration Fund - Direct Plan - IDCW - Daily,10.1268,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133923,DSP Low Duration Fund - Direct Plan - IDCW - Weekly,10.1376,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133924,DSP Low Duration Fund - Direct Plan - IDCW - Quarterly,10.7932,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133925,DSP Low Duration Fund - Direct Plan - Growth,19.3937,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133926,DSP Low Duration Fund - Regular Plan - Growth,18.8202,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133927,DSP Low Duration Fund - Regular Plan - IDCW - Weekly,10.1372,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133928,DSP Low Duration Fund - Direct Plan - IDCW - Monthly,11.7585,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,133971,UTI Banking & PSU Fund - Regular Plan - Flexi IDCW,13.9067,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,133972,UTI Banking & PSU Fund - Direct Plan - Flexi IDCW,18.15,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133973,UTI Liquid Fund - Regular Plan - Annual IDCW,1798.6897,14-10-2024
Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,133974,Tata Short Term Bond Fund- Direct Plan - Periodic Payout of IDCW Option,26.497,14-10-2024
Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,133975,Tata Short Term Bond Fund- Regular Plan - Periodic Payout of IDCW Option,24.0563,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,134008,SBI Nifty Bank ETF,527.4224,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,134013,SBI Nifty Next 50 ETF,797.9731,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,134014,SBI BSE 100 ETF,290.1881,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134015,LIC MF Banking and Financial Services Fund-Regular Plan-IDCW,19.7847,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134016,LIC MF Banking and Financial Services Fund-Regular Plan-Growth,19.7882,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth,22.1034,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134026,UTI Banking & PSU Fund - Direct Plan - Monthly IDCW,13.1018,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134383,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,20.2788,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134385,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,13.1521,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134386,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,12.0613,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134387,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,22.0851,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134388,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,22.0841,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134427,UTI Liquid Fund - Direct Plan - Annual IDCW,1809.1686,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,134484,UTI Ultra Short Duration Fund - Regular Plan - Annual IDCW,1320.2151,14-10-2024
Quantum Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134493,Quantum Dynamic Bond Fund - Direct Plan Monthly IDCW,10.4442,14-10-2024
Quantum Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134494,Quantum Dynamic Bond Fund - Direct Plan Growth Option,20.6484,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134495,UTI Medium Duration Fund - Regular Plan - Monthly IDCW,12.4919,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134496,UTI Medium Duration Fund - Regular Plan - Quarterly IDCW,13.3344,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134497,UTI Medium Duration Fund - Regular Plan - Half-Yearly IDCW,12.477,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134498,UTI Medium Duration Fund - Regular Plan - Flexi IDCW,12.7965,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134499,UTI Medium Duration Fund - Regular Plan - Growth Option,17.3215,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134500,UTI Medium Duration Fund - Regular Plan - Annual IDCW,12.7041,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134501,UTI Medium Duration Fund - Direct Plan - Monthly IDCW,10.5526,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134502,UTI Medium Duration Fund - Direct Plan - Quarterly IDCW,13.8318,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134503,UTI Medium Duration Fund - Direct Plan - Growth Option,18.4859,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134504,UTI Medium Duration Fund - Direct Plan - Half-Yearly IDCW,13.8462,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134505,UTI Medium Duration Fund - Direct Plan - Annual IDCW,13.6922,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,134506,UTI Medium Duration Fund - Direct Plan - Flexi IDCW,14.3724,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,134517,UTI Short Duration Fund - Regular Plan - Annual IDCW,13.2783,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134545,Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option,19.6208,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134547,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,20.3062,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134548,NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option,19.6208,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134549,NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option,10.6949,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134550,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option,10.7638,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134551,NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option,10.7774,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134552,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,20.307,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134553,NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option,10.3478,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134554,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option,10.3475,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134555,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option,20.3062,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,134556,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option,10.8341,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134593,Nippon India Equity Savings Fund- Growth Plan- Growth Option,15.548,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134594,Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,16.9967,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134595,Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,16.9967,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134596,NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option,13.3192,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134597,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - IDCW Option,14.6514,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134598,NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option,13.138,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134599,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - MONTHLY IDCW Option,14.4401,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134600,NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option,13.1289,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134601,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option,14.4261,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134602,Nippon India Equity Savings Fund- Growth Plan- Bonus Option,15.548,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134639,SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),21.5537,11-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134640,SBI Equity Savings Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),24.1769,11-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134641,SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),23.3694,11-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134642,SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),21.9842,11-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134643,SBI Equity Savings Fund - Direct Plan - Growth,25.5307,11-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134644,SBI Equity Savings Fund - Regular Plan - Growth,23.2484,11-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,134763,UTI Money Market Fund - Regular Plan - Half-Yearly IDCW,1641.1332,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,134782,Nippon India ETF Nifty 50 Value 20,163.1421,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134788,UTI Dynamic Bond Fund - Direct Plan - Half-Yearly IDCW,15.6546,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,134799,UTI Ultra Short Duration Fund - Regular Plan - Half-Yearly IDCW,1030.4528,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,134813,Mirae Asset Aggressive Hybrid Fund - Direct Plan - Growth,36.905,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,134814,Mirae Asset Aggressive Hybrid Fund - Direct Plan - IDCW,22.647,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,134815,Mirae Asset Aggressive Hybrid Fund - Regular Plan - Growth,31.953,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,134816,Mirae Asset Aggressive Hybrid Fund - Regular Plan - IDCW,18.797,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134846,LIC MF ULIS (10 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134847,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134863,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134864,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134865,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134867,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134868,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134869,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134870,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134871,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134872,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134873,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134874,LIC MF ULIS (15Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,36.7874,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134875,LIC MF ULIS (10 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134876,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134877,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134878,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134879,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134880,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134881,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134882,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134883,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134884,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134885,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,134886,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,40.5761,14-10-2024
